Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration,Utterance_Length
7995,Hey! Howd it go?,Monica,sadness,negative,806,6,8,2,1900-01-01 00:17:43.145,1900-01-01 00:17:44.438,1.293,4
7996,Yeah. What-what did Tag say?,Joey,neutral,neutral,806,7,8,2,1900-01-01 00:17:44.438,1900-01-01 00:17:46.293,1.855,5
7997,Tag is not the father! And Joey knows now?,Rachel,sadness,negative,806,8,8,2,1900-01-01 00:17:46.440,1900-01-01 00:17:49.650,3.21,9
7998,"I do Rach. I do, and I so happy for you.",Joey,joy,positive,806,9,8,2,1900-01-01 00:17:49.902,1900-01-01 00:17:53.905,4.003,11
7999,"Oh wow, you didnt even try to unhook my bra!",Rachel,surprise,positive,806,10,8,2,1900-01-01 00:17:56.575,1900-01-01 00:18:00.119,3.544,10
8000,So are you ever gonna tell whoever it is?,Monica,neutral,neutral,806,11,8,2,1900-01-01 00:18:02.498,1900-01-01 00:18:05.166,2.668,9
8001,"No, I will. Im just not up for it tonight.",Rachel,neutral,neutral,806,12,8,2,1900-01-01 00:18:05.334,1900-01-01 00:18:08.086,2.752,10
8002,"Hey Rach listen, no matter what this guy says I want you to know youre not gonna be alone in this.",Joey,joy,positive,806,13,8,2,1900-01-01 00:18:08.253,1900-01-01 00:18:12.131,3.878,21
8004,Listen I uh  Its a scary world out there especially if youre a single mom.,Joey,fear,negative,806,15,8,2,1900-01-01 00:18:14.009,1900-01-01 00:18:22.683,8.674,15
8005,"Yknow, I always felt like you and I have this-this special bond.",Joey,neutral,neutral,806,16,8,2,1900-01-01 00:18:24.103,1900-01-01 00:18:28.064,3.961,12
8007,"So,  Rachel Green will you marry me?",Joey,joy,positive,806,17,8,2,1900-01-01 00:18:29.608,1900-01-01 00:18:32.110,2.502,7
8009,If I cant have it you cant have it!,Joey,anger,negative,807,1,7,18,1900-01-01 00:14:25.281,1900-01-01 00:14:27.991,2.71,9
8010,"I cant believe her, yknow its justits so typical.",Monica,disgust,negative,808,0,7,1,1900-01-01 00:14:56.854,1900-01-01 00:14:59.314,2.46,9
8011,"Now Monica, I know youre upset, but dont forget.",Chandler,neutral,neutral,808,1,7,1,1900-01-01 00:14:59.565,1900-01-01 00:15:03.860,4.295,9
8012,"There is going to be a wedding, you are going to throw the bouquet, and",Chandler,neutral,neutral,808,2,7,1,1900-01-01 00:14:59.565,1900-01-01 00:15:08.156,8.591,15
8014,We will take a moonlit walk on the Rue de la .,Chandler,neutral,neutral,808,4,7,1,1900-01-01 00:15:12.036,1900-01-01 00:15:16.664,4.628,12
8016,"Then we will sprinkle rose pedals on the bed and make love. Not just because its romantic, but because I can!",Chandler,joy,positive,808,6,7,1,1900-01-01 00:15:21.211,1900-01-01 00:15:29.135,7.924,21
8023,$500 that is a loooot of electricity!,Joey,joy,positive,809,5,6,6,1900-01-01 00:08:26.756,1900-01-01 00:08:33.178,6.422,7
8025,I gotta buy some food.,Joey,neutral,neutral,809,7,6,6,1900-01-01 00:08:33.346,1900-01-01 00:08:35.680,2.334,5
8026,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",Chandler,neutral,neutral,809,8,6,6,1900-01-01 00:08:35.848,1900-01-01 00:08:41.728,5.88,16
8029,"Okay, get ready to owe me!",Joey,joy,positive,809,11,6,6,1900-01-01 00:08:44.315,1900-01-01 00:08:47.484,3.169,6
8031,"Okay, here we go. Ready?",Joey,neutral,neutral,809,13,6,6,1900-01-01 00:08:47.652,1900-01-01 00:08:48.944,1.292,5
8032,No! No! No! Noone can beat me.,Chandler,anger,negative,809,14,6,6,1900-01-01 00:09:13.761,1900-01-01 00:09:18.974,5.213,7
8033,"See? Now, thats why only the little fake men are supposed to do all the kicking.",Chandler,fear,negative,809,15,6,6,1900-01-01 00:09:22.812,1900-01-01 00:09:26.565,3.753,16
8035,"Dont worry, Im brave!",Chandler,sadness,negative,810,1,7,9,1900-01-01 00:06:22.840,1900-01-01 00:06:23.883,1.043,4
8037,II am brave!,Chandler,fear,negative,810,3,7,9,1900-01-01 00:06:24.968,1900-01-01 00:06:27.033,2.065,4
8039,Can you tell me who is there please?,Chandler,neutral,neutral,810,5,7,9,1900-01-01 00:06:31.557,1900-01-01 00:06:33.809,2.252,8
8041,Hi. Do you know what time it is?,Monica,neutral,neutral,810,7,7,9,1900-01-01 00:06:39.899,1900-01-01 00:06:43.902,4.003,8
8042,Its candy time! My roommate says that they taste like little drops of heaven.,Gary,joy,positive,810,8,7,9,1900-01-01 00:06:45.446,1900-01-01 00:06:48.573,3.127,14
8043,Oh please!  Did you hear that? Little drops of heaven.,Monica,joy,positive,810,9,7,9,1900-01-01 00:06:48.783,1900-01-01 00:06:53.829,5.046,10
8045,"So, can I get some candy?",Gary,neutral,neutral,810,11,7,9,1900-01-01 00:06:57.208,1900-01-01 00:06:59.376,2.168,6
8046,"I am sorry, but some of us have to",Chandler,neutral,neutral,810,12,7,9,1900-01-01 00:06:59.627,1900-01-01 00:07:03.839,4.212,9
8047,"Umm, listen I am sorry, but Ill put some out first thing in the morning.",Monica,sadness,negative,810,13,7,9,1900-01-01 00:07:09.720,1900-01-01 00:07:12.722,3.002,15
8048,"Well okay, Ill swing by later. Do you live in this building?",Gary,neutral,neutral,810,14,7,9,1900-01-01 00:07:12.932,1900-01-01 00:07:17.394,4.462,12
8050,Mm! Seems like I wouldve remembered you!,Gary,surprise,negative,810,16,7,9,1900-01-01 00:07:17.562,1900-01-01 00:07:20.480,2.918,7
8052,Aaron! You gotta let me go. The guys hammered!,Joey,joy,positive,811,0,7,24,1900-01-01 00:12:17.445,1900-01-01 00:12:20.989,3.544,9
8053,"Im sorry Joey, as long as hes here and hes conscious were still shooting.",The Director,neutral,neutral,811,1,7,24,1900-01-01 00:12:21.198,1900-01-01 00:12:26.119,4.921,14
8054,You wouldnt happen to have a very big fork?,Richard,neutral,neutral,811,2,7,24,1900-01-01 00:12:35.337,1900-01-01 00:12:39.257,3.92,9
8055,"So I uh, I just talked to the director. Thats it, were done for the day.",Joey,neutral,neutral,811,3,7,24,1900-01-01 00:12:40.843,1900-01-01 00:12:46.598,5.755,16
8056,Well have we finished the scene?,Richard,surprise,negative,811,4,7,24,1900-01-01 00:12:47.558,1900-01-01 00:12:49.184,1.626,6
8057,Yeah! Youyou were wonderful.,Joey,joy,positive,811,5,7,24,1900-01-01 00:12:49.435,1900-01-01 00:12:51.867,2.432,5
8059,"So I got your car, its right outside.",Joey,neutral,neutral,811,7,7,24,1900-01-01 00:12:54.899,1900-01-01 00:12:57.025,2.126,8
8062,"Oh, thank you. Youre welcome.",Richard,joy,positive,811,8,7,24,1900-01-01 00:12:57.234,1900-01-01 00:12:59.778,2.544,5
8063,No-no-no! We gotta go! Come on!  Here we go.,Joey,fear,negative,811,9,7,24,1900-01-01 00:13:00.571,1900-01-01 00:13:04.574,4.003,9
8064,Is that my ass?,Richard,joy,positive,811,10,7,24,1900-01-01 00:13:06.076,1900-01-01 00:13:08.328,2.252,4
8065,What about these? These look the same?,Monica,neutral,neutral,812,0,5,19,1900-01-01 00:21:28.620,1900-01-01 00:21:30.454,1.834,7
8067,Not as each other!,Monica,neutral,neutral,812,2,5,19,1900-01-01 00:21:31.596,1900-01-01 00:21:32.756,1.16,4
8073,You look amazing. I'm the luckiest man in the world.,Chandler,joy,positive,812,8,5,19,1900-01-01 00:21:39.506,1900-01-01 00:21:42.758,3.252,10
8074,"Ohh, you're about to get a little luckier.",Monica,joy,positive,812,9,5,19,1900-01-01 00:21:42.926,1900-01-01 00:21:45.594,2.668,8
8075,Let me see the earrings.,Chandler,neutral,neutral,812,10,5,19,1900-01-01 00:21:45.762,1900-01-01 00:21:46.764,1.002,5
8076,"Oh, honey, the earrings",Monica,neutral,neutral,812,11,5,19,1900-01-01 00:21:46.764,1900-01-01 00:21:48.536,1.772,4
8077,They look great! Does your boyfriend have the best taste or what?,Chandler,joy,positive,812,12,5,19,1900-01-01 00:21:48.682,1900-01-01 00:21:52.893,4.211,12
8078,My boyfriend really does have good taste!,Monica,joy,positive,812,13,5,19,1900-01-01 00:21:54.479,1900-01-01 00:21:56.147,1.668,7
8081,"I know that theres no hole there, I just really liked that picture.",Monica,neutral,neutral,813,0,4,15,1900-01-01 00:17:43.353,1900-01-01 00:17:46.647,3.294,13
8082,Oh my God! Look at this!,Rachel,surprise,negative,813,1,4,15,1900-01-01 00:17:49.318,1900-01-01 00:17:51.694,2.376,6
8084,I dont care! The wires have come loose in your head!,Rachel,anger,negative,813,3,4,15,1900-01-01 00:17:55.491,1900-01-01 00:17:59.410,3.919,11
8085,I just thought that if I could follow the wire I could find out what it did.,Monica,neutral,neutral,813,4,4,15,1900-01-01 00:17:59.828,1900-01-01 00:18:02.914,3.086,17
8087,"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",Monica,neutral,neutral,813,6,4,15,1900-01-01 00:18:06.502,1900-01-01 00:18:11.672,5.17,17
8088,But it didnt. Say hello to Mrs. Chatracus.,Monica,neutral,neutral,813,7,4,15,1900-01-01 00:18:16.386,1900-01-01 00:18:22.767,6.381,8
8092,"Okay, is everybody clear? Were gonna pick it upand move it. Now all we need is teamwork, okay? Were gonna",Ross,neutral,neutral,814,0,7,14,1900-01-01 00:18:04.500,1900-01-01 00:18:18.679,14.179,21
8093,"Ross, I really dont think",Rachel,neutral,neutral,814,1,7,14,1900-01-01 00:18:27.773,1900-01-01 00:18:30.525,2.752,5
8095,"Okay, here we go.",Chandler,neutral,neutral,814,3,7,14,1900-01-01 00:18:34.196,1900-01-01 00:18:36.697,2.501,4
8096,"All right everyone, lift!  And slide!!",Ross,joy,positive,814,4,7,14,1900-01-01 00:18:36.949,1900-01-01 00:18:52.463,15.514,6
8097,"All right Carl, were next. Now remember, what is not gonna be?",Joey,neutral,neutral,815,0,6,17,1900-01-01 00:16:30.406,1900-01-01 00:16:34.701,4.295,12
8099,Thats right! And what are you not gonna do?,Joey,neutral,neutral,815,2,6,17,1900-01-01 00:16:37.955,1900-01-01 00:16:39.372,1.417,9
8100,"Well, Im not gonna talk because",Carl,neutral,neutral,815,3,6,17,1900-01-01 00:16:39.540,1900-01-01 00:16:43.292,3.752,6
8101,"I mean, I realize that his feelings may never completely go away, but",Monica,sadness,negative,816,0,7,7,1900-01-01 00:20:40.822,1900-01-01 00:20:45.660,4.838,13
8102,"Oh?my Gawd, I-I understand.",Janice,sadness,negative,816,1,7,7,1900-01-01 00:20:49.039,1900-01-01 00:20:55.711,6.672,4
8103,"I-I am so sorry, Ill go.",Janice,sadness,negative,816,2,7,7,1900-01-01 00:20:52.084,1900-01-01 00:20:57.421,5.337,6
8104,"Good-bye Monica , I wish you a lifetime of happiness with him.",Janice,sadness,negative,816,3,7,7,1900-01-01 00:21:02.511,1900-01-01 00:21:08.516,6.005,12
8105,"Chandler,  you call me when this goes in the pooper.",Janice,neutral,neutral,816,4,7,7,1900-01-01 00:21:08.725,1900-01-01 00:21:14.063,5.338,10
8107,I found my identical hand twin!,Joey,joy,positive,817,0,5,23,1900-01-01 00:18:47.000,1900-01-01 00:18:49.752,2.752,6
8110,But she just came up here!,Phoebe,surprise,negative,817,3,5,23,1900-01-01 00:20:25.516,1900-01-01 00:20:27.660,2.144,6
8112,I wonder where she is. That is so weird.,Phoebe,neutral,neutral,817,5,5,23,1900-01-01 00:20:30.145,1900-01-01 00:20:32.271,2.126,9
8113,"Yeah, well, she's probably talking to Richard.",Chandler,neutral,neutral,817,6,5,23,1900-01-01 00:20:32.481,1900-01-01 00:20:34.357,1.876,7
8114,Would you stop that!,Phoebe,anger,negative,817,7,5,23,1900-01-01 00:20:34.608,1900-01-01 00:20:36.234,1.626,4
8115,Do you wanna know the first thing she said when she came back from her lunch with Richard?,Phoebe,neutral,neutral,817,8,5,23,1900-01-01 00:20:36.902,1900-01-01 00:20:40.154,3.252,18
8116,She didn't feel anything for him.,Phoebe,neutral,neutral,817,9,5,23,1900-01-01 00:20:40.405,1900-01-01 00:20:42.167,1.762,6
8119,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",Phoebe,anger,negative,817,12,5,23,1900-01-01 00:20:46.495,1900-01-01 00:20:50.873,4.378,15
8121,Good.  I should really start wearing hats!,Phoebe,neutral,neutral,817,14,5,23,1900-01-01 00:20:54.378,1900-01-01 00:21:04.971,10.593,7
8122,"I mean, why should I let them meet him?",Monica,neutral,neutral,818,0,1,3,1900-01-01 00:07:01.712,1900-01-01 00:07:03.171,1.459,9
8123,"I mean, I bring a guy home, and within five minutes they're all over him.",Monica,disgust,negative,818,1,1,3,1900-01-01 00:07:03.381,1900-01-01 00:07:06.299,2.918,15
8124,"I mean, they're like- coyotes, picking off the weak members of the herd.",Monica,joy,positive,818,2,1,3,1900-01-01 00:07:06.509,1900-01-01 00:07:10.345,3.836,13
8126,"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",Paula,neutral,neutral,818,4,1,3,1900-01-01 00:07:11.055,1900-01-01 00:07:19.396,8.341,22
8127,"I mean, they're your friends, they're just looking out after you.",Paula,neutral,neutral,818,5,1,3,1900-01-01 00:07:19.605,1900-01-01 00:07:22.107,2.502,11
8128,"I know. I just wish that once, I'd bring a guy home that they actually liked.",Monica,sadness,negative,818,6,1,3,1900-01-01 00:07:22.316,1900-01-01 00:07:25.652,3.336,16
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,neutral,818,7,1,3,1900-01-01 00:07:25.862,1900-01-01 00:07:31.616,5.754,21
8131,"Anyway, I should go. Okay, bye.",Phoebe,neutral,neutral,819,1,7,4,1900-01-01 00:05:51.392,1900-01-01 00:05:54.061,2.669,6
8133,"Hi sweetie. So, what was with all the whispering?",Chandler,neutral,neutral,819,3,7,4,1900-01-01 00:05:54.270,1900-01-01 00:05:58.357,4.087,9
8134,I cant tell you. Its a secret.,Monica,neutral,neutral,819,4,7,4,1900-01-01 00:05:58.733,1900-01-01 00:06:00.817,2.084,7
8135,Secret? Married people arent supposed to have secrets between one another. We have too much love and respect for one another.,Chandler,anger,negative,819,5,7,4,1900-01-01 00:06:01.235,1900-01-01 00:06:09.534,8.299,21
8136,Awww.  But still no.,Monica,neutral,neutral,819,6,7,4,1900-01-01 00:06:09.702,1900-01-01 00:06:11.453,1.751,4
8137,"No Im serious, we should tell each other",Chandler,neutral,neutral,819,7,7,4,1900-01-01 00:06:11.621,1900-01-01 00:06:15.749,4.128,8
8138,"Really? Okay, so why dont you tell me what happened to Ross Junior year at",Monica,neutral,neutral,819,8,7,4,1900-01-01 00:06:15.958,1900-01-01 00:06:20.462,4.504,15
8139,"Oh no-no, I cant do that.",Chandler,fear,negative,819,9,7,4,1900-01-01 00:06:20.713,1900-01-01 00:06:21.838,1.125,6
8140,"If you tell me, Ill tell you what Phoebe said.",Monica,neutral,neutral,819,10,7,4,1900-01-01 00:06:23.466,1900-01-01 00:06:25.175,1.709,10
8143,"So, Ross and I are going to",Chandler,neutral,neutral,819,13,7,4,1900-01-01 00:06:27.261,1900-01-01 00:06:29.596,2.335,7
8144,Oh my God. He threw up?,Monica,disgust,negative,819,14,7,4,1900-01-01 00:06:44.612,1900-01-01 00:06:46.196,1.584,6
8145,"No, he visited a little town south of throw up.  So what was Phoebes secret?",Chandler,neutral,neutral,819,15,7,4,1900-01-01 00:06:46.447,1900-01-01 00:06:54.413,7.966,15
8146,"Oh, Nancy Thompson from Phoebes old massage place is getting fired.",Monica,neutral,neutral,819,16,7,4,1900-01-01 00:06:54.664,1900-01-01 00:06:57.916,3.252,11
8147,Thats it?! I gave up my,Chandler,joy,positive,819,17,7,4,1900-01-01 00:07:02.672,1900-01-01 00:07:05.757,3.085,6
8148,Thats right! You lose sucker!!  Please still marry me.,Monica,joy,positive,819,18,7,4,1900-01-01 00:07:05.967,1900-01-01 00:07:12.889,6.922,9
8151,Oh hey! How was your audition?,Phoebe,joy,positive,820,0,7,19,1900-01-01 00:00:05.380,1900-01-01 00:00:08.257,2.877,6
8152,"Im sorry, do I know you?",Joey,neutral,neutral,820,1,7,19,1900-01-01 00:00:08.842,1900-01-01 00:00:11.260,2.418,6
8153,What are you doing?,Phoebe,neutral,neutral,820,2,7,19,1900-01-01 00:00:12.762,1900-01-01 00:00:13.804,1.042,4
8154,"Nothing, Im just practicing blowing you off because Im gonna be a big movie star!",Joey,surprise,positive,820,3,7,19,1900-01-01 00:00:13.972,1900-01-01 00:00:16.724,2.752,15
8155,Oh! You got it?!,Phoebe,sadness,negative,820,4,7,19,1900-01-01 00:00:16.891,1900-01-01 00:00:18.892,2.001,4
8156,"Well no, not yet. But the audition went really good.",Joey,joy,positive,820,5,7,19,1900-01-01 00:00:19.060,1900-01-01 00:00:21.521,2.461,10
8157,What was it for?,Monica,neutral,neutral,820,6,7,19,1900-01-01 00:00:21.521,1900-01-01 00:00:22.718,1.197,4
8158,"Oh, its this big budget period movie about these three Italian brothers who come to America around the turn of the century.",Joey,neutral,neutral,820,7,7,19,1900-01-01 00:00:22.814,1900-01-01 00:00:30.320,7.506,22
8160,"Oh, and the director is supposed to be the next next Martin Scorcese.",Joey,joy,positive,820,9,7,19,1900-01-01 00:00:30.488,1900-01-01 00:00:34.783,4.295,13
8162,"Yeah, theres this guy from Chicago whos supposed to be the next Martin Scorcese, all right?",Joey,neutral,neutral,820,11,7,19,1900-01-01 00:00:38.079,1900-01-01 00:00:41.915,3.836,16
8163,But then this guys right after him.,Joey,neutral,neutral,820,12,7,19,1900-01-01 00:00:42.083,1900-01-01 00:00:44.209,2.126,7
8167,"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",Joey,surprise,negative,820,16,7,19,1900-01-01 00:01:07.692,1900-01-01 00:01:18.118,10.426,20
8169,They want me to be totally naked in the movie!,Joey,surprise,negative,820,18,7,19,1900-01-01 00:01:19.538,1900-01-01 00:01:22.052,2.514,10
8171,I know! My grandmothers gonna see this!,Joey,joy,positive,820,20,7,19,1900-01-01 00:01:22.165,1900-01-01 00:01:28.754,6.589,7
8172,Grandmas gonna have to get in line.,Phoebe,joy,positive,820,21,7,19,1900-01-01 00:01:23.625,1900-01-01 00:01:28.754,5.129,7
8173,Oh please! It was such a big class! You never even noticed me!,Elizabeth,joy,positive,821,0,6,18,1900-01-01 00:09:47.253,1900-01-01 00:09:51.923,4.67,13
8174,"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",Ross,surprise,positive,821,1,6,18,1900-01-01 00:09:52.091,1900-01-01 00:09:56.386,4.295,13
8176,"Oh uh, I had trouble remembering everyones name, so I-I kinda came up with nicknames.",Ross,neutral,neutral,821,3,6,18,1900-01-01 00:09:57.763,1900-01-01 00:10:06.271,8.508,15
8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,neutral,neutral,821,4,6,18,1900-01-01 00:10:02.059,1900-01-01 00:10:06.271,4.212,13
8178,"Oh yeah. So umm, did you have a nickname for me?",Elizabeth,neutral,neutral,821,5,6,18,1900-01-01 00:10:06.439,1900-01-01 00:10:14.321,7.882,11
8180,Yes you did! What was it?,Elizabeth,surprise,positive,821,7,6,18,1900-01-01 00:10:14.488,1900-01-01 00:10:16.406,1.918,6
8181,"Umm, its Cutie McPretty.",Ross,neutral,neutral,821,8,6,18,1900-01-01 00:10:19.368,1900-01-01 00:10:20.869,1.501,4
8182,Ohh thats so sweet!,Elizabeth,joy,positive,821,9,6,18,1900-01-01 00:10:21.037,1900-01-01 00:10:24.873,3.836,4
8183,"Listen, I gotta tell ya, I-Im having a great time!",Ross,joy,positive,821,10,6,18,1900-01-01 00:10:25.041,1900-01-01 00:10:28.376,3.335,10
8184,"Yknow how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but its not.",Ross,surprise,positive,821,11,6,18,1900-01-01 00:10:28.586,1900-01-01 00:10:38.011,9.425,27
8185,I mean its not at all.,Ross,neutral,neutral,821,12,6,18,1900-01-01 00:10:32.673,1900-01-01 00:10:38.011,5.338,6
8188,"Okay, so we got some more good rejections, lots of stuff to work on.",Phoebe,neutral,neutral,822,0,3,4,1900-01-01 00:17:46.648,1900-01-01 00:17:50.902,4.254,14
8190,"Okay, um, oh, the zoo commercial.",Phoebe,neutral,neutral,822,2,3,4,1900-01-01 00:17:51.070,1900-01-01 00:17:56.115,5.045,6
8191,I didn't get it?,Joey,neutral,neutral,822,3,3,4,1900-01-01 00:17:56.325,1900-01-01 00:17:57.533,1.208,4
8192,"No. They said you 'Weren't believable as a human being.' So, you can work on that.",Phoebe,joy,positive,822,4,3,4,1900-01-01 00:17:57.701,1900-01-01 00:18:05.583,7.882,16
8194,"Um, the off-Broadway play people said 'You were pretty but dumb.'",Phoebe,neutral,neutral,822,6,3,4,1900-01-01 00:18:07.711,1900-01-01 00:18:11.672,3.961,11
8196,"Oh no wait, I'm sorry, that's 'pretty dumb.'",Phoebe,neutral,neutral,822,8,3,4,1900-01-01 00:18:12.800,1900-01-01 00:18:14.238,1.438,8
8199,"Oh, well he's yummy. We did a little kissin'.",Phoebe,joy,positive,823,2,3,3,1900-01-01 00:16:02.836,1900-01-01 00:16:06.130,3.294,9
8200,"Phoebe, what are you doing?",Rachel,surprise,negative,823,3,3,3,1900-01-01 00:16:07.299,1900-01-01 00:16:08.716,1.417,5
8201,"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",Phoebe,neutral,neutral,823,4,3,3,1900-01-01 00:16:08.824,1900-01-01 00:16:13.888,5.064,18
8202,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",Rachel,disgust,negative,823,5,3,3,1900-01-01 00:16:14.046,1900-01-01 00:16:22.063,8.017,23
8203,"Look, he gave me his night vision goggles and everything.",Phoebe,joy,positive,823,6,3,3,1900-01-01 00:16:22.356,1900-01-01 00:16:25.692,3.336,10
8204,You're taking the word of a guy who has night vision goggles?,Ross,surprise,negative,823,7,3,3,1900-01-01 00:16:26.694,1900-01-01 00:16:30.655,3.961,12
8205,"What, he's not still following her. Do you think he is still following her?",Phoebe,surprise,positive,823,8,3,3,1900-01-01 00:16:30.823,1900-01-01 00:16:34.701,3.878,14
8206,"Pheebs, wake up and smell the restraining order.",Chandler,disgust,negative,823,9,3,3,1900-01-01 00:16:34.868,1900-01-01 00:16:37.954,3.086,8
8207,What are you saying I should do?,Phoebe,neutral,neutral,823,10,3,3,1900-01-01 00:16:40.040,1900-01-01 00:16:41.249,1.209,7
8208,"I think, that if you really like this guy, you should just trust him.",Monica,neutral,neutral,823,11,3,3,1900-01-01 00:16:41.417,1900-01-01 00:16:44.502,3.085,14
8210,"Orrr, you could follow him and see where he goes.",Joey,neutral,neutral,823,13,3,3,1900-01-01 00:16:46.088,1900-01-01 00:16:48.673,2.585,10
8211,"Oh, that's what I would do, forget mine.",Monica,surprise,positive,823,14,3,3,1900-01-01 00:16:48.841,1900-01-01 00:16:51.175,2.334,8
8212,Hey guys check it out! My mom sent me the paper!,Monica,joy,positive,824,0,7,5,1900-01-01 00:21:18.777,1900-01-01 00:21:23.948,5.171,11
8213,"Ooh, lets see it!",Phoebe,joy,positive,824,1,7,5,1900-01-01 00:21:20.070,1900-01-01 00:21:23.948,3.878,4
8216,Shes not crazy is she?,Joey,surprise,negative,825,0,6,15,1900-01-01 00:08:03.065,1900-01-01 00:08:04.233,1.168,5
8218,"So uh, how you doin?",Joey,neutral,neutral,825,2,6,15,1900-01-01 00:08:05.651,1900-01-01 00:08:08.737,3.086,5
8221,"So, so, whatd ya think?",Joey,neutral,neutral,826,2,3,22,1900-01-01 00:05:53.269,1900-01-01 00:05:54.519,1.25,5
8222,Almost as good as that play with the two naked girls on the see-saw.,Chandler,joy,positive,826,3,3,22,1900-01-01 00:05:54.687,1900-01-01 00:05:58.648,3.961,14
8223,I-I wasnt in that.,Joey,sadness,negative,826,4,3,22,1900-01-01 00:05:59.567,1900-01-01 00:06:01.651,2.084,4
8224,"Wow, I have the spirit of an old Indian women living in mine.",Phoebe,neutral,neutral,827,0,3,16,1900-01-01 00:04:49.080,1900-01-01 00:04:52.666,3.586,13
8225,So then you know?,Monica,joy,positive,827,1,3,16,1900-01-01 00:04:53.918,1900-01-01 00:04:54.960,1.042,4
8226,"The mailman was downstairs, so I brought up your mail.",Phoebe,neutral,neutral,827,2,3,16,1900-01-01 00:04:58.298,1900-01-01 00:05:00.549,2.251,10
8228,Now what is Fabutec?,Phoebe,neutral,neutral,827,4,3,16,1900-01-01 00:05:01.969,1900-01-01 00:05:03.939,1.97,4
8229,"Okay, all right dont judge me to much.",Monica,fear,negative,827,5,3,16,1900-01-01 00:05:04.429,1900-01-01 00:05:06.765,2.336,8
8231,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",Monica,neutral,neutral,827,7,3,16,1900-01-01 00:05:07.348,1900-01-01 00:05:15.230,7.882,24
8232,"But there was this stuff on leg waxing, it just, it looked so amazing....",Monica,joy,positive,827,8,3,16,1900-01-01 00:05:15.940,1900-01-01 00:05:18.358,2.418,14
8235,"Oh, its incredible! I so want to be a Waxine girl.",Phoebe,joy,positive,827,11,3,16,1900-01-01 00:05:21.404,1900-01-01 00:05:24.031,2.627,11
8237,God. Do think it really doesnt hurt? Cause how can they do that?,Phoebe,fear,negative,827,13,3,16,1900-01-01 00:05:26.826,1900-01-01 00:05:30.287,3.461,13
8238,Hello! Organic substances recently discovered in the depths of the rain forest!,Monica,joy,positive,827,14,3,16,1900-01-01 00:05:30.455,1900-01-01 00:05:33.874,3.419,12
8239,They have the best stuff in there.,Phoebe,neutral,neutral,827,15,3,16,1900-01-01 00:05:34.417,1900-01-01 00:05:36.793,2.376,7
8240,"Comin' through. Move, move.",Woman,anger,negative,828,0,1,5,1900-01-01 00:10:37.720,1900-01-01 00:10:40.055,2.335,4
8241,"Oh, 'scuse me. I was kinda using that machine.",Rachel,joy,positive,828,1,1,5,1900-01-01 00:10:45.269,1900-01-01 00:10:48.647,3.378,9
8242,"Yeah, well, now you're kinda not.",Woman,disgust,negative,828,2,1,5,1900-01-01 00:10:48.898,1900-01-01 00:10:51.316,2.418,6
8243,But I saved it. I put my basket on top.,Rachel,anger,negative,828,3,1,5,1900-01-01 00:10:52.526,1900-01-01 00:10:55.403,2.877,10
8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",Woman,anger,negative,828,4,1,5,1900-01-01 00:10:55.655,1900-01-01 00:11:01.368,5.713,15
8246,"No suds, no save. Ok?",Woman,anger,negative,828,6,1,5,1900-01-01 00:11:06.123,1900-01-01 00:11:09.292,3.169,5
8248,"Hi, uh, nothing. That horrible woman just took my machine.",Rachel,disgust,negative,828,8,1,5,1900-01-01 00:11:13.839,1900-01-01 00:11:17.592,3.753,10
8249,Was your basket on top?,Ross,neutral,neutral,828,9,1,5,1900-01-01 00:11:17.885,1900-01-01 00:11:19.344,1.459,5
8250,"Yeah, but, there were no suds.",Rachel,neutral,neutral,828,10,1,5,1900-01-01 00:11:19.595,1900-01-01 00:11:20.888,1.293,6
8252,"Well, you know, no suds, no save.",Rachel,neutral,neutral,828,12,1,5,1900-01-01 00:11:22.056,1900-01-01 00:11:23.556,1.5,7
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,anger,negative,828,13,1,5,1900-01-01 00:11:23.808,1900-01-01 00:11:29.979,6.171,12
8254,"Hey, hey, hey, her stuff wasn't in it.",Woman,neutral,neutral,828,14,1,5,1900-01-01 00:11:30.231,1900-01-01 00:11:32.399,2.168,8
8255,"Hey, hey, hey, that's not the rule and you know it.",Ross,anger,negative,828,15,1,5,1900-01-01 00:11:32.650,1900-01-01 00:11:36.653,4.003,11
